Index,Word,Syllables,Phonemes
41206,rinsing,2,6
41207,Rio,2,3
41208,riot,2,4
41209,rioted,3,6
41210,rioters,3,6
41211,rioting,3,6
41212,riotous,3,6
41213,riots,2,5
41214,rip,1,3
41215,Ripa,2,4
41216,ripe,1,3
41217,ripen,2,5
41218,ripened,2,6
41219,ripening,3,7
41220,ripening,2,6
41221,Ripoff,2,5
41222,ripoffs,2,6
41223,riposte,2,6
41224,ripped,1,4
41225,Ripper,2,4
41226,ripping,2,5
41227,ripple,2,5
41228,rippled,2,6
41229,ripples,2,6
41230,rippling,3,7
41231,rippling,2,6
41232,rips,1,4
41233,rise,1,3
41234,risen,2,5
41235,riser,2,4
41236,rises,2,5
41237,rises,2,5
41238,rising,2,5
41239,risk,1,4
41240,risked,1,5
41241,riskier,3,6
41242,riskiest,3,8
41243,risking,2,6
41244,risks,1,5
41245,risky,2,5
41246,risque,2,5
41247,Rita,2,4
41248,rite,1,3
41249,rites,1,4
41250,Ritter,2,4
41251,ritual,3,6
41252,ritualistic,5,11
41253,ritualistically,7,14
41254,ritualistically,6,13
41255,rituals,3,7
41256,Ritz,1,4
41257,ritziest,3,8
41258,ritzy,2,5
41259,Riva,2,4
41260,rival,2,5
41261,rivaled,2,6
41262,rivaling,3,7
41263,rivaling,2,6
41264,rivalries,3,8
41265,rivalry,3,7
41266,rivals,2,6
41267,riven,2,5
41268,river,2,4
41269,riverbank,3,8
41270,riverbed,3,7
41271,riverboat,3,7
41272,riverboats,3,8
41273,riverfront,3,9
41274,Rivers,2,5
41275,Riverside,3,7
41276,Rives,1,4
41277,rivet,2,5
41278,riveted,3,7
41279,riveting,3,7
41280,rivets,2,6
41281,Riviera,4,7
41282,Riviere,3,6
41283,Rix,1,4
41284,riyals,2,6
41285,Ro,1,2
41286,roach,1,3
41287,roaches,2,5
41288,road,1,3
41289,roadblock,2,7
41290,roadblocks,2,8
41291,Roadhouse,2,6
41292,roadie,2,4
41293,Roadmaster,3,8
41294,Roadrunner,3,7
41295,roads,1,4
41296,Roadshow,2,5
41297,roadside,2,6
41298,roadsides,2,7
41299,roadster,2,6
41300,roadway,2,5
41301,roadways,2,6
41302,roadwork,2,6
41303,roam,1,3
41304,roamed,1,4
41305,roaming,2,5
41306,roams,1,4
41307,Roan,1,3
41308,Roanoke,3,6
41309,roar,1,3
41310,roared,1,4
41311,roaring,2,5
41312,roars,1,4
41313,roast,1,4
41314,roasted,2,6
41315,roasted,2,6
41316,roaster,2,5
41317,roasting,2,6
41318,roasts,1,5
41319,rob,1,3
41320,robbed,1,4
41321,robber,2,4
41322,robberies,3,6
41323,robbers,2,5
41324,robbery,3,5
41325,robbin,2,5
41326,robbing,2,5
41327,Robbins,2,6
41328,robe,1,3
41329,robed,1,4
41330,Rober,2,4
41331,Robert,2,5
41332,Roberts,2,6
41333,robes,1,4
41334,Robin,2,5
41335,Robin,2,5
41336,robins,2,6
41337,Robinson,3,8
41338,Robles,2,6
41339,robot,2,5
41340,robot,2,5
41341,robotic,3,7
41342,robotics,3,8
41343,robots,2,6
41344,robots,2,6
41345,robs,1,4
41346,robust,2,6
41347,robustly,3,8
41348,Roc,1,3
41349,Roche,1,3
41350,Roche,1,3
41351,Rochelle,2,5
41352,Rochelle,2,5
41353,Rochester,3,7
41354,rock,1,3
41355,rockabilly,4,8
41356,Rockaway,3,6
41357,rocked,1,4
41358,rocker,2,4
41359,rockers,2,5
41360,rocket,2,5
41361,rocketed,3,7
41362,rocketing,3,7
41363,rocketry,3,7
41364,rockets,2,6
41365,Rockies,2,5
41366,rocking,2,5
41367,Rockman,2,6
41368,rocks,1,4
41369,Rocky,2,4
41370,rococo,3,6
41371,rod,1,3
41372,rode,1,3
41373,rodent,2,6
41374,rodents,2,7
41375,rodeo,3,5
41376,rodeos,3,6
41377,Rodham,2,5
41378,Rodman,2,6
41379,Rodney,2,5
41380,Rodriguez,3,8
41381,rods,1,4
41382,Roe,1,2
41383,Roebuck,2,5
41384,Roemer,2,4
41385,Rog,1,3
41386,Rogan,2,5
41387,Roger,2,4
41388,Rogers,2,5
41389,rogue,1,3
41390,rogues,1,4
41391,Rohan,2,4
41392,roil,1,3
41393,roiling,2,5
41394,roister,2,5
41395,Roland,2,6
41396,Rolando,3,7
41397,role,1,3
41398,roleplaying,3,8
41399,roles,1,4
41400,roll,1,3
41401,rollback,2,6
41402,rolled,1,4
41403,roller,2,4
41404,rollerblading,4,10
41405,rollers,2,5
41406,rollicking,3,7
41407,rolling,2,5
41408,Rollings,2,6
41409,rollout,2,5
41410,rollover,3,6
41411,rolls,1,4
41412,rom,1,3
41413,romaine,2,5
41414,Roman,2,5
41415,romance,2,6
41416,romance,2,6
41417,romances,3,8
41418,romancing,3,8
41419,Romanesque,3,8
41420,Romanian,4,8
41421,Romano,3,6
41422,Romans,2,6
41423,romantic,3,8
41424,romantically,5,11
41425,romantically,4,10
41426,romanticism,5,12
41427,romanticize,4,10
41428,romanticized,4,11
41429,romanticizing,5,12
41430,romantics,3,9
41431,Rome,1,3
41432,Romeo,3,5
41433,Romero,3,6
41434,Romney,2,5
41435,romp,1,4
41436,romping,2,6
41437,Roms,1,4
41438,Romulus,3,8
41439,Ronald,2,6
41440,Ronin,2,5
41441,Rood,1,3
41442,roof,1,3
41443,roof,1,3
41444,roofer,2,4
41445,roofers,2,5
41446,roofing,2,5
41447,roofs,1,4
41448,rooftop,2,6
41449,rooftops,2,7
41450,rooftree,2,6
41451,Rook,1,3
41452,Rooker,2,4
41453,rookie,2,4
41454,rookies,2,5
41455,Rooks,1,4
41456,room,1,3
41457,roomful,2,6
41458,roomier,3,5
41459,rooming,2,5
41460,roommate,2,5
41461,roommates,2,6
41462,rooms,1,4
41463,roomy,2,4
41464,Roosevelt,3,8
41465,Roosevelt,3,8
41466,roost,1,4
41467,roosted,2,6
41468,rooster,2,5
41469,roosters,2,6
41470,root,1,3
41471,rooted,2,5
41472,rooted,2,5
41473,rooter,2,4
41474,rooting,2,5
41475,rootless,2,6
41476,roots,1,4
41477,rope,1,3
41478,roped,1,4
41479,Roper,2,4
41480,Ropers,2,5
41481,ropes,1,4
41482,roping,2,5
41483,Roque,1,3
41484,Rorschach,2,5
41485,Rorschach,2,6
41486,Rory,2,4
41487,Ros,1,3
41488,Rosa,2,4
41489,Rosalind,3,8
41490,Rosalyn,3,7
41491,Rosaria,4,7
41492,rosaries,3,6
41493,Rosario,4,7
41494,rosary,3,5
41495,Roscoe,2,5
41496,Rose,1,3
41497,Rosebud,2,6
41498,rosebush,2,6
41499,Rosella,3,6
41500,Rosemary,3,7
41501,roses,2,5
41502,Rosette,2,5
41503,Rosettes,2,6
41504,Rosewood,2,6
41505,Rosier,3,5
41506,rosin,2,5
41507,Ross,1,3
41508,Ross,1,3
41509,Rosser,2,4
41510,roster,2,5
41511,rosters,2,6
41512,rostrum,2,7
41513,Rosy,2,4
41514,rot,1,3
41515,rota,2,4
41516,Rotary,3,5
41517,rotate,2,5
41518,rotated,3,7
41519,rotates,2,6
41520,rotating,3,7
41521,rotation,3,7
41522,rotational,4,9
41523,rotations,3,8
41524,rote,1,3
41525,rother,2,4
41526,Roti,2,4
41527,rotisserie,4,7
41528,roto,2,4
41529,rotor,2,4
41530,rotors,2,5
41531,rototilled,3,8
41532,rototilled,3,8
41533,rots,1,4
41534,rotted,2,5
41535,rotten,2,5
41536,rotter,2,4
41537,Rotterdam,3,7
41538,rotting,2,5
41539,rotund,2,6
41540,rotunda,3,7
41541,rouble,2,5
41542,Rouge,1,3
41543,rough,1,3
41544,roughed,1,4
41545,rougher,2,4
41546,roughest,2,6
41547,roughing,2,5
41548,roughly,2,5
41549,roughneck,2,6
41550,Roughnecks,2,7
41551,roughness,2,6
41552,roughshod,2,6
41553,roulette,2,5
41554,round,1,4
41555,roundabout,3,8
41556,rounded,2,6
41557,rounded,2,6
41558,rounder,2,5
41559,roundhouse,2,7
41560,rounding,2,6
41561,roundly,2,6
41562,rounds,1,5
41563,rounds,1,4
41564,roundtable,3,9
41565,Roundtree,2,7
41566,roundup,2,6
41567,Roundworms,2,8
41568,Roundy,2,5
41569,rouse,1,3
41570,rouse,1,3
41571,roused,1,4
41572,rouser,2,4
41573,rousing,2,5
41574,Rousseau,2,4
41575,rout,1,3
41576,route,1,3
41577,route,1,3
41578,routed,2,5
41579,routed,2,5
41580,router,2,4
41581,router,2,4
41582,routers,2,5
41583,routers,2,5
41584,routes,1,4
41585,routes,1,4
41586,routes,1,4
41587,Routh,1,3
41588,routine,2,5
41589,routinely,3,7
41590,routines,2,6
41591,routing,2,5
41592,routing,2,5
41593,roux,1,2
41594,Rove,1,3
41595,Rover,2,4
41596,Rovers,2,5
41597,roving,2,5
41598,row,1,2
41599,Rowan,2,4
41600,rowboat,2,5
41601,rowdies,2,5
41602,rowdy,2,4
41603,rowed,1,3
41604,rower,2,3
41605,rowing,2,4
41606,rows,1,3
41607,Rox,1,4
41608,Roxy,2,5
41609,royal,2,4
41610,Royale,2,4
41611,royalist,3,7
41612,royally,3,5
41613,royals,2,5
41614,royalties,3,7
41615,royalty,3,6
41616,Royster,2,5
41617,rpm,3,6
41618,rub,1,3
41619,rubbed,1,4
41620,rubber,2,4
41621,rubbers,2,5
41622,rubbery,3,5
41623,rubbing,2,5
41624,rubbish,2,5
41625,rubble,2,5
41626,Rube,1,3
41627,Rubella,3,6
41628,Rubens,2,6
41629,Rubicon,3,7
41630,rubies,2,5
41631,Rubin,2,5
41632,ruble,2,5
41633,rubles,2,6
41634,rubout,2,5
41635,rubric,2,6
41636,rubs,1,4
41637,Ruby,2,4
41638,ruck,1,3
41639,Rucker,2,4
41640,rucks,1,4
41641,ruckus,2,5
41642,Rud,1,3
41643,Rudd,1,3
41644,rudder,2,4
41645,rudderless,3,7
41646,Ruddle,2,5
41647,Ruddock,2,5
41648,ruddy,2,4
41649,rude,1,3
41650,rudely,2,5
41651,rudeness,2,6
41652,ruder,2,4
41653,rudest,2,6
41654,rudiment,3,8
41655,rudimentary,5,10
41656,rudiments,3,9
41657,Rue,1,2
41658,Ruff,1,3
41659,Ruffin,2,5
41660,ruffle,2,5
41661,ruffled,2,6
41662,ruffles,2,6
41663,ruffling,3,7
41664,ruffling,2,6
41665,Rufus,2,5
41666,rug,1,3
41667,rugby,2,5
41668,rugged,2,5
41669,ruggedly,3,7
41670,rugs,1,4
41671,ruin,2,4
41672,ruin,2,4
41673,ruined,2,5
41674,ruined,2,5
41675,ruining,3,6
41676,ruinous,3,6
41677,ruins,2,5
41678,ruins,2,5
41679,rule,1,3
41680,ruled,1,4
41681,ruler,2,4
41682,rulers,2,5
41683,rules,1,4
41684,ruling,2,5
41685,rulings,2,6
41686,rum,1,3
41687,Rumania,4,7
41688,Rumanian,4,8
41689,Rumanian,3,8
41690,rumble,2,6
41691,rumbled,2,7
41692,rumbles,2,7
41693,rumbling,3,8
41694,rumbling,2,7
41695,rumblings,3,9
41696,rumblings,2,8
41697,Rumen,2,5
41698,ruminant,3,8
41699,ruminate,3,7
41700,rumination,4,9
41701,ruminations,4,10
41702,rummage,2,5
41703,rummaged,2,6
41704,rummaging,3,7
41705,rummy,2,4
41706,rumor,2,4
41707,rumored,2,5
41708,rumors,2,5
41709,rumour,2,4
41710,rumours,2,5
41711,rump,1,4
41712,Rumple,2,6
41713,rumpled,2,7
41714,Rums,1,4
41715,run,1,3
41716,runabout,3,7
41717,runaround,3,7
41718,runaround,3,8
41719,runaway,3,6
41720,runaways,3,7
41721,Rundle,2,6
41722,rundown,2,6
41723,Rune,1,3
41724,runes,1,4
41725,rung,1,3
41726,rungs,1,4
41727,runner,2,4
41728,runners,2,5
41729,running,2,5
41730,runnings,2,6
41731,Runnion,2,6
41732,runny,2,4
41733,runoff,2,5
41734,runs,1,4
41735,runway,2,5
41736,runways,2,6
41737,rupee,2,4
41738,rupees,2,5
41739,rupees,2,5
41740,rupture,2,5
41741,ruptured,2,6
41742,ruptures,2,6
41743,rural,2,5
41744,ruse,1,3
41745,rush,1,3
41746,rushed,1,4
41747,rusher,2,4
41748,rushes,2,5
41749,rushes,2,5
41750,rushing,2,5
41751,Rusk,1,4
41752,Ruskin,2,6
41753,Russ,1,3
41754,russe,1,3
41755,Russel,2,5
41756,Russell,2,5
41757,Russet,2,5
41758,Russia,2,4
41759,Russian,2,5
41760,Russians,2,6
41761,rust,1,4
41762,rusted,2,6
41763,rusted,2,6
41764,rustic,2,6
41765,rustier,3,6
41766,rusting,2,6
41767,rustle,2,5
41768,rustler,2,5
41769,rustlers,3,7
41770,rustlers,2,6
41771,rustling,2,6
41772,rustproof,2,8
41773,Rustproofing,3,10
41774,rusts,1,3
41775,rusts,1,4
41776,rusts,1,5
41777,Rusty,2,5
41778,rut,1,3
41779,rutabaga,4,8
41780,rutabagas,4,9
41781,Ruth,1,3
41782,Rutherford,3,7
41783,ruthless,2,6
41784,ruthlessly,3,8
41785,ruthlessness,3,9
41786,ruts,1,4
41787,rutter,2,4
41788,Ryder,2,4
41789,rye,1,2
41790,Ryen,2,4
41791,s,1,2
41792,sa,1,2
41793,Sabbath,2,5
41794,Sabbaths,2,6
41795,sabbatical,4,9
41796,saber,2,4
41797,sabers,2,5
41798,Sabin,2,5
41799,Sabina,3,6
41800,Sabine,2,5
41801,Sabir,2,5
41802,Sabir,2,4
41803,sable,2,5
41804,sables,2,6
41805,sabotage,3,7
41806,sabotaged,3,8
41807,sabotaging,4,9
41808,saboteur,3,6
41809,saboteurs,3,7
41810,saboteurs,3,8
41811,Sabra,2,5
41812,Sabre,2,4
41813,Sabres,2,5
41814,sac,1,3
41815,saccharin,3,6
41816,saccharine,3,6
41817,sachet,2,4
41818,sack,1,3
41819,sacked,1,4
41820,sacking,2,5
41821,sacks,1,4
41822,sacrament,3,9
41823,sacramental,4,11
41824,Sacramento,4,10
41825,sacraments,3,10
41826,sacred,2,6
41827,sacred,2,6
41828,sacredness,3,9
41829,sacrifice,3,8
41830,sacrificed,3,9
41831,sacrifices,4,10
41832,sacrificial,4,10
41833,sacrificing,4,10
41834,sacrilege,3,8
41835,sacrilegious,4,10
41836,sacrosanct,3,10
41837,sacs,1,4
41838,sad,1,3
41839,sadden,2,5
41840,saddened,2,6
41841,saddens,2,6
41842,sadder,2,4
41843,saddest,2,6
41844,saddle,2,5
41845,saddlebag,3,8
41846,saddlebags,3,9
41847,saddled,2,6
41848,saddler,3,6
41849,saddler,2,5
41850,Saddles,2,6
41851,saddling,3,7
41852,saddling,2,6
41853,sadism,3,7
41854,sadist,2,6
41855,sadistic,3,8
41856,sadly,2,5
41857,sadness,2,6
41858,safari,3,6
41859,safaris,3,7
41860,safe,1,3
41861,safeguard,2,7
41862,safeguarded,3,9
41863,safeguarding,3,9
41864,safeguards,2,8
41865,safekeeping,3,8
41866,safely,2,5
41867,safer,2,4
41868,safes,1,4
41869,safest,2,6
41870,safeties,2,6
41871,safety,2,5
41872,Safeway,2,5
41873,safflower,3,6
41874,saffron,2,6
41875,sag,1,3
41876,saga,2,4
41877,Sagan,2,5
41878,sagas,2,5
41879,sage,1,3
41880,sagebrush,2,7
41881,Sager,2,4
41882,sages,2,5
41883,sagged,1,4
41884,sagging,2,5
41885,sagittal,3,7
41886,sags,1,4
41887,saguaro,3,7
41888,Sahara,3,6
41889,Sai,3,4
41890,Sai,1,2
41891,said,1,3
41892,Saigon,2,5
41893,sail,1,3
41894,sailboat,2,6
41895,sailboats,2,7
41896,sailed,1,4
41897,sailfish,2,6
41898,sailing,2,5
41899,sailor,2,4
41900,sailors,2,5
41901,sails,1,4
41902,Saint,1,4
41903,sainted,2,6
41904,sainthood,2,7
41905,saintly,2,6
41906,saints,1,5
41907,Sakai,3,5
41908,sake,1,3
41909,sakes,1,4
41910,saki,2,4
41911,Sal,1,3
41912,Sala,2,4
41913,Salaam,2,5
41914,salable,3,7
41915,salacious,3,7
41916,salad,2,5
41917,Saladin,3,7
41918,salads,2,6
41919,salamander,4,9
41920,Salamanders,4,10
41921,salami,3,6
41922,salamis,3,7
41923,salaried,3,6
41924,salaries,3,6
41925,salary,3,5
41926,sale,1,3
41927,saleable,3,7
41928,Salem,2,5
41929,sales,1,4
41930,salesman,2,7
41931,salesmanship,3,10
41932,salesmen,2,7
41933,salespeople,3,9
41934,salesperson,3,9
41935,saleswoman,3,9
41936,saleswomen,3,9
41937,salient,3,7
41938,salient,2,7
41939,Salina,3,6
41940,Salinas,3,7
41941,Salinas,3,7
41942,saline,2,5
41943,salinity,4,8
41944,Salisbury,3,7
41945,saliva,3,6
41946,salivate,3,7
41947,salivated,4,9
41948,salivating,4,9
41949,sall,1,3
41950,Salle,1,3
41951,Sally,2,4
41952,salmon,2,5
41953,salmonella,4,9
41954,salmons,2,6
41955,Salome,3,6
41956,Salomon,3,7
41957,salon,2,5
41958,salons,2,6
41959,saloon,2,5
41960,saloons,2,6
41961,salsa,2,5
41962,salt,1,4
41963,salted,2,6
41964,salted,2,6
41965,Salter,2,5
41966,saltier,3,6
41967,salting,2,6
41968,salts,1,5
41969,saltwater,3,8
41970,salty,2,5
41971,Salus,2,5
41972,salutary,4,9
41973,salutatorian,6,12
41974,salute,2,5
41975,saluted,3,7
41976,salutes,2,6
41977,saluting,3,7
41978,Salvador,3,8
41979,salvage,2,6
41980,salvage,2,6
41981,salvageable,4,10
41982,salvaged,2,7
41983,salvagers,3,8
41984,salvaging,3,8
41985,salvation,3,8
41986,salve,1,3
41987,salves,1,4
41988,salvo,2,5
41989,salvos,2,6
41990,Sam,1,3
41991,Samara,3,5
41992,Samaria,4,6
41993,Samaritan,4,9
41994,Samaritans,4,10
41995,Samba,2,5
41996,Sambo,2,5
41997,Sambuca,3,8
41998,same,1,3
41999,sameness,2,6
42000,Sammy,2,4
42001,Samoa,3,5
42002,Samoan,3,6
42003,Sampan,2,6
42004,sampans,2,7
42005,sample,2,6
42006,sampled,2,7
42007,sampler,2,6
42008,samplers,2,7
42009,samples,2,7
42010,sampling,2,7
42011,samplings,2,8
42012,samsara,3,7
42013,Samson,2,6
42014,Samsonite,3,8
42015,Samuel,2,6
42016,samurai,3,5
42017,samurai,3,6
42018,samurais,3,6
42019,samurais,3,6
42020,San,1,3
42021,Sancho,2,5
42022,sanctify,3,8
42023,sanctimonious,5,12
42024,sanctimony,4,10
42025,sanction,2,7
42026,sanction,2,6
42027,sanctioned,2,8
42028,sanctioned,2,7
42029,sanctioning,3,9
42030,sanctioning,3,8
42031,sanctions,2,8
42032,sanctions,2,7
42033,sanctity,3,8
42034,sanctuaries,4,10
42035,sanctuary,4,9
42036,sanctum,2,7
42037,sand,1,4
42038,sandal,2,6
42039,sandals,2,7
42040,sandbag,2,7
42041,sandbagged,2,8
42042,sandbagging,3,9
42043,sandbags,2,8
42044,sandbar,2,7
42045,sandbox,2,8
42046,sanded,2,6
42047,sander,2,5
42048,Sanders,2,6
42049,Sandhill,2,7
42050,sandhogs,2,8
42051,sanding,2,6
42052,Sandman,2,7
42053,sandpaper,3,8
42054,Sandra,2,6
42055,Sandrock,2,7
42056,Sands,1,5
42057,Sandstone,2,8
42058,Sandstone,2,7
42059,sandstorm,2,9
42060,sandstorms,2,10
42061,sandwich,2,6
42062,sandwich,2,7
42063,sandwich,2,6
42064,sandwiched,2,7
42065,sandwiched,2,8
42066,sandwiched,2,7
42067,sandwiches,3,8
42068,sandwiches,3,9
42069,sandwiches,3,8
42070,Sandy,2,5
42071,sane,1,3
42072,saner,2,4
42073,sang,1,3
42074,Sanger,2,4
42075,sanguine,2,7
42076,Sanhedrin,3,9
42077,sanitary,4,8
42078,sanitation,4,9
42079,sanitation,4,9
42080,sanitize,3,7
42081,sanitized,3,8
42082,sanity,3,6
42083,sank,1,4
42084,Sanka,2,5
42085,sans,1,4
42086,Sanskrit,2,8
42087,Sant,1,4
42088,Santa,2,4
42089,Santa,2,5
42090,Santiago,4,8
42091,Santos,2,6
42092,Santy,2,5
42093,Sao,1,2
42094,sap,1,3
42095,sapiens,3,7
42096,sapling,2,6
42097,saplings,2,7
42098,saponification,6,13
42099,sapped,1,4
42100,sapper,2,4
42101,sapphire,3,5
42102,Sapping,2,5
42103,saps,1,4
42104,Sar,1,3
42105,Saracens,3,8
42106,Sarah,2,4
42107,saran,2,4
42108,Saratoga,4,8
42109,sarcasm,3,8
42110,sarcastic,3,9
42111,sarcastically,4,11
42112,sarcoma,3,7
42113,sarcophagus,4,10
42114,sardine,2,6
42115,sardines,2,7
42116,Sardinia,4,8
42117,sardonic,3,8
42118,sare,1,3
42119,Sargasso,3,7
42120,Sarge,1,4
42121,sari,2,4
42122,sarin,2,5
42123,saris,2,5
42124,Sark,1,4
42125,Sarmatian,3,8
42126,sarong,2,4
42127,sarongs,2,5
42128,Sartain,2,6
42129,sartorial,4,9
42130,sash,1,3
42131,sashes,2,5
42132,Saskatchewan,4,10
42133,Saskatoon,3,8
42134,sass,1,3
42135,Sassafras,3,8
42136,Sassy,2,4
42137,sat,1,3
42138,Satan,2,5
42139,satanic,3,7
42140,satanism,4,9
42141,Satanist,3,8
42142,sate,1,3
42143,sated,2,5
42144,satellite,3,7
42145,satellites,3,8
42146,sates,1,4
42147,satin,2,5
42148,satins,2,6
42149,satire,3,5
42150,satiric,3,7
42151,satirical,4,9
42152,satirical,4,9
42153,satirist,3,7
42154,satirists,3,6
42155,satirists,3,7
42156,satirists,3,8
42157,Satirize,3,6
42158,satisfaction,4,11
42159,satisfaction,4,11
42160,satisfactions,4,12
42161,satisfactorily,5,13
42162,satisfactory,4,11
42163,satisfactory,5,11
42164,satisfied,3,8
42165,satisfied,3,8
42166,satisfies,3,8
42167,satisfy,3,7
42168,satisfy,3,7
42169,satisfying,4,9
42170,saturate,3,6
42171,saturated,4,8
42172,saturated,4,8
42173,saturating,4,8
42174,saturation,4,8
42175,Saturday,3,6
42176,Saturday,3,6
42177,Saturdays,3,7
42178,Saturdays,3,7
42179,Saturn,2,5
42180,sauce,1,3
42181,saucepan,2,6
42182,saucer,2,4
42183,saucers,2,5
42184,sauces,2,5
42185,sauces,2,5
42186,saucier,3,5
42187,saucy,2,4
42188,Saudi,2,4
42189,Saudi,2,4
42190,Saudis,2,5
42191,Saudis,2,5
42192,sauerkraut,3,7
42193,Saul,1,3
42194,Sault,1,4
42195,sauna,2,4
42196,saunas,2,5
42197,Saunders,2,6
42198,saunter,2,5
42199,Saur,1,3
42200,sausage,2,5
42201,sausage,2,5
42202,sausages,3,7
42203,saute,2,4
42204,sauteed,2,5
42205,sauternes,2,6
42206,savage,2,5
42207,savage,2,5
42208,savaged,2,6
42209,savagely,3,7
42210,savagery,4,8
42211,savages,3,7
42212,savages,3,7
42213,savaging,3,7
42214,Savanna,3,6
42215,Savannah,3,6
42216,savannas,3,7
42217,savant,2,6
42218,savants,2,7
42219,save,1,3
42220,saved,1,4
42221,saver,2,4
42222,Savers,2,5
